,Unnamed: 0,Unnamed: 0.1,Artist,Genres,Followers,Popularity,Songs,Length
2666,6499,6499,Natanael Cano,"['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",750586,80,"['Mente Positiva', 'Ella', 'Disfruto Lo Malo', 'No Me Pesa', 'Verdes Verdes', 'Los 4 Ases (Corrido Tumbado)', '1004 Kilómetros', 'La Vi Llorar', 'Paso En Culiacan', 'Jueves 10']",10
2668,6501,6501,Natasha Bedingfield,"['dance pop', 'europop', 'neo mellow', 'pop', 'pop rap', 'pop rock', 'post-teen pop']",1200159,70,"['Unwritten', 'Pocketful of Sunshine', 'These Words', 'Love Like This (feat. Sean Kingston)', 'Love Song to the Earth', 'Soulmate', 'Wild Horses', 'Who I Am - (From “The Pirate Fairy”)', 'Single', 'Together In This - From The Jungle Beat Motion Picture']",10
2671,6507,6507,NateWantsToBattle,"['antiviral pop', 'otacore']",328025,68,"['Shinzou Wo Sasageyo (Attack on Titan)', 'Hero of Our Time', 'Peace Sign', 'Heroes (From ""My Hero Academia"")', 'Beyblade Burst Turbo - Opening Theme Song', 'Inferno', 'Gravity Falls Theme Song', 'Phantom', 'Addict (From ""Hazbin Hotel"")', 'The Day']",10
2672,6510,6510,Nathan Sykes,['post-teen pop'],60986881,96,"['positions', '34+35', '7 rings', 'Stuck with U (with Justin Bieber)', 'thank u, next', 'Rain On Me (with Ariana Grande)', 'pov', '34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix', 'motive (with Doja Cat)', 'God is a woman']",10
2673,6513,6513,Natti Natasha,"['latin', 'latin pop', 'rap latina', 'reggaeton', 'trap latino', 'tropical']",22768812,91,"['La Mejor Versión de Mi - Remix', 'Ayer Me Llamó Mi Ex – Remix', 'Las Nenas (feat. La Duraca)', 'DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix', 'Criminal', 'ANTES QUE SALGA EL SOL', 'Instagram', 'Sin Pijama', 'Fantasias - Remix', 'Qué Mal Te Fue (Remix)']",10
2677,6523,6523,Nayer,['deep dance pop'],8346928,86,"['Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)', 'Time of Our Lives', 'Timber (feat. Ke$ha)', 'International Love (feat. Chris Brown)', 'Feel This Moment (feat. Christina Aguilera)', 'Hotel Room Service', 'Hey Baby (Drop It to the Floor) (feat. T-Pain)', 'Ten Cuidado', 'Fireball (feat. John Ryan)', 'I Know You Want Me (Calle Ocho)']",10
2678,6527,6527,Ne-Yo,"['baton rouge rap', 'trap']",8346928,86,"['Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)', 'Time of Our Lives', 'Timber (feat. Ke$ha)', 'International Love (feat. Chris Brown)', 'Feel This Moment (feat. Christina Aguilera)', 'Hotel Room Service', 'Hey Baby (Drop It to the Floor) (feat. T-Pain)', 'Ten Cuidado', 'Fireball (feat. John Ryan)', 'I Know You Want Me (Calle Ocho)']",10
2680,6536,6536,Neeme Järvi,"['classical performance', 'orchestral performance']",268818,68,"['The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)', 'Carnival of the Animals, R. 125: The Swan', 'The Swan', 'Danse Macabre, Op.40, R.171', 'Le Cygne', 'Le Carnaval des Animaux, R.125: 13. The Swan (Arr. Hodge for Cello, Harp & Ensemble)', 'Danse macabre in G Minor, Op. 40', 'Le Carnaval des Animaux, R. 125: 13. Le Cygne', 'Carnival of the Animals: The Swan', 'Saint-Saëns / Transcr. Vidal: Le carnaval des animaux, R. 125: XIII. Le cygne']",10
2681,6537,6537,Neeti Mohan,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",26069285,85,"['Khairiyat', 'Shayad', 'Ghungroo (From ""War"")', 'Agar Tum Saath Ho (From ""Tamasha"")', 'Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")', 'Tujhe Kitna Chahne Lage (From ""Kabir Singh"")', 'Kalank (Title Track)', 'Qaafirana', 'Aabaad Barbaad', 'Zaalima']",10
2682,6539,6539,Negra,['tennessee experimental'],557150,65,"['Un Pacto - Live In Buenos Aires / 2001', 'La Soledad', 'Toco Y Me Voy', 'Sr. Cobranza', 'Mi Caramelo - Live In Buenos Aires / 2001', 'Sencillamente', 'Yo Tomo', 'El Tiempo No Para - Live In Buenos Aires / 2001', 'El Baile De La Gambeta', 'Se Viene']",10
2684,6547,6547,Nelly,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'st louis rap', 'urban contemporary']",1758945,79,"['Dilemma', 'Ride Wit Me', 'Just A Dream', 'Hot In Herre', 'Lil Bit', 'Country Grammar (Hot Shit)', 'The Fix (feat. Jeremih)', 'Good Times Roll', 'Over And Over', 'Air Force Ones']",10
2685,6550,6550,Nelson,"['classic country pop', 'country', 'country rock', 'nashville sound', 'outlaw country', 'singer-songwriter', 'texas country']",1106552,85,"['La Curiosidad', 'La Curiosidad (feat. Dj Nelson, Jhay Cortez, Lunay & Kendo Kaponi) - Blue Grand Prix Remix', 'Vete Pal Carajo', 'Desnudarte', 'Te Soñé', 'Lloras - Remix', 'Me Enamoré', 'Dime Que Sí', 'No Te Veo - Remix', 'No Te Quiero Ver - Remix']",10
2687,6556,6556,Neon Hitch,['electropop'],1222923,78,"[""Cupid's Chokehold / Breakfast in America"", 'Stereo Hearts (feat. Adam Levine)', 'Ass Back Home (feat. Neon Hitch)', 'The Fighter (feat. Ryan Tedder)', 'Cookie Jar (feat. The-Dream)', 'Clothes Off!!', 'The Queen and I', 'Faces in the Hall', 'Papercuts', 'Taxi Driver']",9
2688,6560,6560,Nero,"['drum and bass', 'edm', 'electro house', 'melodic dubstep']",6993434,80,"['Duality', 'Before I Forget', 'Unsainted', 'The Devil in I', 'Psychosocial', 'Wait and Bleed', 'Nero Forte', 'Snuff', 'Vermilion, Pt. 2', 'All Out Life']",10
2691,6563,6563,Neve,"['baton rouge rap', 'trap']",44410543,100,"['Never Really Over', 'Dark Horse', 'Last Friday Night (T.G.I.F.)', 'The One That Got Away', 'Roar', 'Feels (feat. Pharrell Williams, Katy Perry & Big Sean)', 'Firework', 'California Gurls', 'I Kissed A Girl', 'Daisies']",10
2693,6566,6566,Nevermore,"['metal', 'neo classical metal', 'power metal', 'progressive groove metal', 'progressive metal', 'seattle metal', 'thrash metal']",89257,63,"['This Will Be the Day (feat. Casey Lee Williams)', 'Red Like Roses - Part II (feat. Casey Lee Williams & Sandy Casey)', 'Time to Say Goodbye', 'Caffeine (feat. Lamar Hall)', 'I Burn (feat. Casey Lee Williams & Lamar Hall)', 'I May Fall (feat. Casey Lee Williams)', 'Die', 'Red Like Roses (Red Trailer) [feat. Casey Lee Williams]', 'Trust Love', 'When It Falls (feat. Casey Lee Williams)']",10
2695,6577,6577,New World,"['big room', 'melbourne bounce international']",861190,65,"['No Regrets (feat. Krewella)', 'Goddess', 'New World', 'Rewind', 'Greenlights', 'Alibi (Far Out Remix)', 'Alive', 'Next Life', 'No Regrets (feat. Krewella) - KAAZE Remix', 'Live for the Night']",10
2696,6578,6578,New York Philharmonic,"['american orchestra', 'classical', 'classical performance', 'orchestra']",1759512,72,"['Perfect Symphony (Ed Sheeran & Andrea Bocelli)', 'Con te partirò', 'Vivo per lei', 'The Prayer', 'Bésame Mucho', 'Time To Say Goodbye', 'La vie en rose', 'Cuando Me Enamoro', 'Musica è', ""Can't Help Falling In Love - Live From Spotify, NYC / 2015""]",9
2697,6581,6581,Next,['viral rap'],175121,69,"['Next Girl', 'I Hope You’re Happy Now', 'Every Little Thing', 'Hide The Wine', 'Closer To You', 'Should’ve Known Better', '29', 'Truth Be Told', 'Cowboy Take Me Away', 'Dare Ya']",10
2699,6588,6588,Nicholas Daniel,['classical oboe'],4008949,79,"['Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante', 'Fantasia in D Minor, K.397', 'Requiem, K. 626: Lacrimosa', 'Symphony No.25 in G minor, K.183: 1. Allegro con brio', 'Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": 1. Allegro', 'Adagio in E Major, K. 261', 'Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro', 'Requiem in D Minor, K. 626: Sequence: VI. Lacrimosa dies illa', 'Symphony No. 40 in G Minor, K. 550: I. Molto allegro', 'Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio']",10
2700,6589,6589,Nicholas Hammond,['show tunes'],89385,62,"['Stay Awake - From ""Mary Poppins""/Soundtrack Version', 'Do-Re-Mi', 'A Spoonful of Sugar - From ""Mary Poppins"" / Soundtrack Version', 'Supercalifragilisticexpialidocious - From ""Mary Poppins""/Soundtrack Version', 'My Favorite Things', 'Chim Chim Cher-ee - From ""Mary Poppins""/Soundtrack Version', 'The Lonely Goatherd', 'Edelweiss - Reprise', 'Your Crowning Glory', 'Prelude / The Sound Of Music - Medley']",10
2701,6591,6591,Nicholas Kraemer,['harpsichord'],1749719,74,"['Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156)', 'The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto', 'The Four Seasons - Summer in G Minor, RV. 315: III. Presto', 'Vivaldi: Violin Concerto in G Minor, RV 315 ""L\'estate"" (No. 2 from ""Il cimento dell\'armonia e dell\'inventione"", Op. 8): III. Presto', 'The Four Seasons - Winter in F Minor, RV. 297: I. Allegro non molto', 'Concerto for Lute, 2 Violins and Continuo in D major, RV 93: 2. Largo (Arr. for Guitar)', 'Concerto For 2 Mandolins, Strings And Continuo In G, RV 532: 3. Allegro', 'Vivaldi: Violin Concerto in E Major, RV 269, No. 1, Spring: I. Allegro', 'Vivaldi: The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto', 'Nulla in mundo pax, RV 630: 1. Nulla in mundo pax']",10
2704,6602,6602,Nicki Minaj,"['dance pop', 'hip pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'queens hip hop']",20924238,90,"['Tusa', 'Super Bass', 'Bang Bang', 'Swalla (feat. Nicki Minaj & Ty Dolla $ign)', 'Starships', 'MotorSport', 'Woman Like Me (feat. Nicki Minaj)', 'Yikes', 'Say So (feat. Nicki Minaj)', 'Chun-Li']",10
2705,6604,6604,Nicky B,"['bounce', 'lgbtq+ hip hop']",32014056,98,"['LA NOCHE DE ANOCHE', 'DÁKITI', 'TE MUDASTE', 'UN DIA (ONE DAY) (Feat. Tainy)', 'LA CANCIÓN', 'BOOKER T', 'CÓMO SE SIENTE - Remix', 'I Like It', 'Safaera', 'Callaita']",10
2707,6607,6607,Nicky Romero,"['big room', 'dance pop', 'deep big room', 'dutch edm', 'dutch house', 'edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",19494515,85,"['The Nights', 'Wake Me Up', 'Waiting For Love', 'Without You (feat. Sandro Cavazza)', 'Hey Brother', 'Levels - Radio Edit', 'SOS (feat. Aloe Blacc)', 'Heaven', 'Lonely Together (feat. Rita Ora)', 'Addicted To You']",10
2710,6615,6615,Nicola Zaccaria,"['classical bass', 'opera']",326337,65,"['Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante', 'Fantasia in D Minor, K.397', 'Requiem, K. 626: Lacrimosa', 'Symphony No.25 in G minor, K.183: 1. Allegro con brio', 'Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": 1. Allegro', 'Adagio in E Major, K. 261', 'Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro', 'Requiem in D Minor, K. 626: Sequence: VI. Lacrimosa dies illa', 'Symphony No. 40 in G Minor, K. 550: I. Molto allegro', 'Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio']",10
2711,6618,6618,Nicolas Economou,['classical piano'],256816,60,"['Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scène (Moderato)', 'Variations on a Rococo Theme, Op. 33 for cello and orchestra: Var. VI: Andante', 'Tchaikovsky: The Nutcracker, Op. 71, Act 2: No. 13 Waltz of the Flowers', 'Album for the Young, Op. 39: No. 3. Mamma (Maman)', 'Six Pieces, Op. 51, TH 143: 6. Valse sentimentale. Tempo di Valse', 'Swan Lake', 'Serenade for Strings in C major, Op. 48: II. Walzer: Moderato, tempo di valse', 'El Lago De Los Cisnes - Op. 20, Acto II: 10. Scene (Moderato)', 'Tchaikovsky: The Nutcracker - Ballet, Op. 71, Act 1: No. 2 March', 'Tchaikovsky: The Nutcracker, Op. 71, Act 2: No. 14 Pas de deux']",10
2712,6619,6619,Nicolaus Esterhazy Sinfonia,"['chamber orchestra', 'hungarian classical performance']",3811803,76,"['Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto', 'Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio', 'Bagatelle No. 25 in A Minor, ""Für Elise"", WoO 59', 'Für Elise, WoO 59', 'Moonlight Sonata (First Movement from Piano Sonata No. 14, Op. 27 No. 2)', 'Piano Sonata No. 14 in C-sharp minor, Op. 27, No. 2, ""Moonlight"": I. Adagio sostenuto', 'Beethoven: Piano Sonata No. 8 in C Minor, Op. 13, ""Pathétique"": II. Adagio cantabile', 'Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": 2. Adagio un poco mosso', 'Wind Quintet in E-Flat Major, WoO 208, Hess 19: II. Adagio maestoso', 'Piano Sonata No. 8 in C minor, Op. 13, ""Pathétique"": II. Adagio cantabile']",10
2714,6626,6626,Nigel Kennedy,"['bow pop', 'violin']",1749719,74,"['Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156)', 'The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto', 'The Four Seasons - Summer in G Minor, RV. 315: III. Presto', 'Vivaldi: Violin Concerto in G Minor, RV 315 ""L\'estate"" (No. 2 from ""Il cimento dell\'armonia e dell\'inventione"", Op. 8): III. Presto', 'The Four Seasons - Winter in F Minor, RV. 297: I. Allegro non molto', 'Concerto for Lute, 2 Violins and Continuo in D major, RV 93: 2. Largo (Arr. for Guitar)', 'Concerto For 2 Mandolins, Strings And Continuo In G, RV 532: 3. Allegro', 'Vivaldi: Violin Concerto in E Major, RV 269, No. 1, Spring: I. Allegro', 'Vivaldi: The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto', 'Nulla in mundo pax, RV 630: 1. Nulla in mundo pax']",10
2716,6639,6639,Nikita Magaloff,"['classical piano', 'russian classical piano']",2364984,77,"['Nocturne No.2 In E Flat, Op.9 No.2', 'Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.', 'Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1', 'Nocturne, Op. posth. in C-Sharp Minor: Lento', '24 Préludes, Op. 28: No.4 in E minor - Largo', 'Nocturne No. 19 in E Minor, Op. 72, No. 1', 'Waltz in C-sharp minor, Op. 64 No. 2', 'Nocturne No.1 In B Flat Minor, Op.9 No.1', 'Nocturne No.6 In G Minor, Op.15 No.3', 'Waltz No.19 in A minor, Op.posth.']",10
