,artists,genres
10104,Furry Lewis,"['acoustic blues', 'appalachian folk', 'blues', 'country blues', 'jug band', 'memphis blues', 'traditional blues', 'traditional folk']"
10105,Fuse ODG,"['afro dancehall', 'azonto', 'dance pop', 'pop dance']"
10106,Fusik,['bboy']
10108,Future,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
10109,Future Breeze,"['acid trance', 'bubble trance', 'dream trance', 'german techno', 'german trance']"
10110,Future Islands,"['alternative dance', 'baltimore indie', 'chillwave', 'indie rock', 'modern rock']"
10111,Future Leaders of the World,"['alternative metal', 'nu metal', 'post-grunge']"
10114,Futuristic,"['deep underground hip hop', 'indie pop rap', 'pop rap', 'rap']"
10115,Futuristic Polar Bears,"['big room', 'deep big room', 'electro house', 'progressive electro house', 'sky room']"
10118,Fábio Jr.,"['axe', 'mpb', 'pagode', 'sertanejo']"
10120,Félix Mayol,['vintage chanson']
10122,G Herbo,"['chicago drill', 'chicago rap', 'drill', 'rap', 'southern hip hop', 'trap']"
10123,G Mills,['lo-fi beats']
10125,G-DRAGON,"['k-pop', 'k-rap']"
10126,G-Eazy,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop rap', 'rap']"
10127,G-Unit,"['gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'queens hip hop', 'rap', 'southern hip hop', 'trap']"
10130,G. Bregovic,"['balkan brass', 'sevdah']"
10131,G. Dep,['nyc rap']
10134,G. Love & Special Sauce,['jam band']
10135,G. M. Durrani,['filmi']
10137,G. N. Balasubramaniam,"['carnatic', 'carnatic vocal', 'indian classical']"
10144,G.A.S. Drummers,"['fast melodic punk', 'spanish indie rock']"
10145,G.C. Cameron,['rare groove']
10149,G.Q.,"['classic soul', 'disco', 'funk', 'post-disco', 'quiet storm']"
10151,G.S. Sachdev,"['bansuri', 'hindustani classical', 'hindustani instrumental', 'indian classical']"
10156,GAIA,['electro swing']
10157,GALNERYUS,"['anime latino', 'j-metal', 'japanese power metal', 'neo classical metal', 'power metal', 'visual kei']"
10161,GG Allin,"['hardcore punk', 'punk']"
10162,GIANT,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']"
10164,GLC,['chicago rap']
10166,GOT7,"['k-pop', 'k-pop boy group']"
10169,GREE,"['permanent wave', 'pop punk', 'punk']"
10171,GRiZ,"['detroit hip hop', 'detroit trap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
10174,GZA,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']"
10175,GZA (Genius),"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']"
10176,Gabby Barrett,['contemporary country']
10177,Gabby Pahinui,"['hawaiian', 'hula', 'slack-key guitar']"
10181,Gabriel,"['cancion melodica', 'latin', 'latin pop', 'mariachi', 'ranchera', 'regional mexican']"
10182,Gabriel & Dresden,"['edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
10183,Gabriel Ananda,"['german house', 'german techno', 'microhouse', 'minimal techno', 'tech house']"
10185,Gabriel Creole,['berlin minimal techno']
10186,Gabriel Fauré,"['classical', 'post-romantic era']"
10188,Gabriel Slick,['romanian electronic']
10191,Gabriela Montero,['latin american classical piano']
10192,Gabriela Robin,['anime score']
10194,Gabriele Ducros,['italian library music']
10195,Gabriele Santini,['opera']
10199,Gabrielle,"['acoustic pop', 'electropop', 'indie cafe pop', 'indie poptimism', 'indiecoustica', 'neo mellow', 'neo-singer-songwriter', 'pop', 'pop rock', 'uk pop', 'viral pop']"
10200,Gabrielle Aplin,"['acoustic pop', 'electropop', 'indie cafe pop', 'indie poptimism', 'indiecoustica', 'neo mellow', 'neo-singer-songwriter', 'pop', 'pop rock', 'uk pop', 'viral pop']"
10201,Gabros,['hungarian techno']
10202,Gabry Ponte,"['eurodance', 'italo dance']"
10203,Gaby Casadesus,['french classical piano']
10205,Gaby Moreno,"['guatemalan pop', 'latinx alternative', 'rock chapin']"
10206,Gaeko,"['k-rap', 'korean r&b']"
10209,Gaelic Storm,"['celtic', 'celtic rock', 'irish folk']"
10210,Gaetano Donizetti,"['early romantic era', 'italian opera', 'italian romanticism']"
10211,Gaetano Pugnani,['classical era']
10213,Gai Barone,"['italian trance', 'progressive house']"
10217,Gaiteros de Pillopo,"['classic venezuelan pop', 'gaita zuliana', 'musica llanera']"
10218,Gaither Vocal Band,['southern gospel']
10220,Gal Costa,"['bossa nova', 'mpb', 'samba', 'tropicalia']"
10221,Gala,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']"
10222,Galactic,"['funk', 'funk rock', 'jam band', 'modern funk', 'new orleans funk']"
10223,Galactixx,"['euphoric hardstyle', 'hardstyle', 'rawstyle']"
10224,Galahad,"['crossover prog', 'neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']"
10226,Galantis,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']"
10228,Galaxie 500,"['alternative rock', 'anti-folk', 'art pop', 'art rock', 'dance rock', 'dream pop', 'freak folk', 'gbvfi', 'indie pop', 'indie rock', 'lo-fi', 'melancholia', 'new wave', 'noise pop', 'nu gaze', 'shoegaze', 'slowcore']"
10229,Gale Garnett,['american folk revival']
10230,Galen Behr,['dutch trance']
10233,Galimatias,"['alternative r&b', 'chillstep', 'future bass', 'indie soul', 'vapor twitch']"
10236,Galina Vishnevskaya,['classical soprano']
10239,Gallego,"['latin', 'latin hip hop', 'reggaeton', 'tropical']"
10240,Galliano Masini,['italian tenor']
10244,Galy Galiano,"['musica popular colombiana', 'salsa', 'salsa colombiana', 'tropical']"
10246,Gambino,"['atl hip hop', 'hip hop', 'pop rap', 'rap']"
10249,Gamma Ray,"['german metal', 'german power metal', 'hard rock', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'speed metal']"
10251,Ganar,"['bouncy house', 'deep happy hardcore']"
10254,Gang Green,"['boston hardcore', 'boston punk', 'boston rock', 'crossover thrash', 'hardcore punk', 'punk', 'thrash core']"
10255,Gang Of Four,"['alternative rock', 'art punk', 'art rock', 'dance rock', 'dance-punk', 'experimental', 'funk rock', 'new wave', 'post-punk', 'punk', 'uk post-punk']"
10256,Gang Starr,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']"
10257,Gang of Youths,"['australian indie', 'australian pop', 'modern rock']"
10258,Gangsta Boo,"['dirty south rap', 'gangster rap', 'hip pop', 'memphis hip hop', 'southern hip hop', 'trap']"
10260,Gangsta Pat,"['gangster rap', 'memphis hip hop', 'phonk', 'underground hip hop']"
10262,Ganksta Nip,['dirty texas rap']
10264,Garbage,"['alternative dance', 'alternative rock', 'dance pop', 'electronic rock', 'lilith', 'permanent wave', 'pop rock', 'rock']"
10268,Gareth Emery,"['big room', 'edm', 'progressive electro house', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
10270,Garibaldi,"['latin pop', 'mexican pop']"
10272,Garland Green,"['chicago soul', 'classic soul', 'southern soul']"
10273,Garland Jeffreys,['pub rock']
10274,Garmarna,"['folkmusik', 'hurdy-gurdy', 'medieval folk', 'nordic folk', 'viking folk']"
10276,Garnet Mimms,"['rhythm and blues', 'southern soul']"
10277,Garnet Mimms & The Enchanters,"['rhythm and blues', 'southern soul']"
10278,Garnett Silk,"['dancehall', 'lovers rock', 'old school dancehall', 'reggae', 'roots reggae']"
10279,Garoto,"['bandinhas', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']"
10280,Garou,"['chanson', 'french pop']"
10281,Garrett Hedlund,"['contemporary country', 'country']"
10282,Garth Brooks,"['country', 'oklahoma country']"
10283,Garth Stevenson,['contrabass']
10284,Gary Allan,"['contemporary country', 'country', 'country road', 'country rock', 'modern country rock']"
10286,Gary Bartz,"['indie jazz', 'jazz funk', 'jazz saxophone', 'soul jazz']"
10287,Gary Bartz Ntu Troop,"['afrofuturism', 'spiritual jazz']"
10289,Gary Burton,"['bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'ecm-style jazz', 'jazz', 'jazz fusion', 'jazz vibraphone']"
10290,Gary Clark Jr.,"['blues rock', 'electric blues', 'funk', 'modern blues', 'modern blues rock', 'rock', 'soul blues', 'texas blues']"
10292,Gary Go,['432hz']
10293,Gary Graffman,['american classical piano']
10294,Gary Hobbs,['tejano']
10295,Gary Hoey,"['neo classical metal', 'shred']"
10296,Gary Jules,['neo mellow']
10299,Gary Lewis & The Playboys,"['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'folk rock', 'merseybeat', 'rock-and-roll']"
10300,Gary Lightbody,['british singer-songwriter']
10301,Gary Low,['italian disco']
10302,Gary Maguire,['tech trance']
10303,Gary McFarland,['jazz vibraphone']
10305,Gary Moore,"['album rock', 'blues rock', 'british blues', 'classic rock', 'electric blues', 'hard rock', 'rock']"
10306,Gary Morris,['classic country pop']
10308,Gary Numan,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'synthpop']"
10309,Gary P. Nunn,"['oklahoma country', 'outlaw country', 'texas country']"
10310,Gary Peacock,"['avant-garde jazz', 'contemporary jazz', 'contemporary post-bop', 'ecm-style jazz', 'jazz double bass']"
10311,Gary Puckett & The Union Gap,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'merseybeat', 'rock-and-roll', 'soft rock']"
10313,Gary Shearston,['bush ballad']
10314,Gary Stewart,"['country', 'country rock', 'outlaw country', 'texas country']"
10315,Gary U.S. Bonds,['rhythm and blues']
10317,Gary Valenciano,"['classic opm', 'opm', 'papuri', 'pinoy praise']"
10319,Gary Wilson,"['outsider', 'synth funk']"
10320,Gary Wright,"['album rock', 'classic rock', 'country rock', 'mellow gold', 'soft rock', 'yacht rock']"
10322,Gaspar Sanz,"['baroque', 'musica antigua', 'spanish baroque']"
10328,Gat Decor,"['classic progressive house', 'hip house', 'rave']"
10329,Gate,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
10332,Gato Barbieri,"['jazz saxophone', 'latin soundtrack', 'smooth jazz']"
10333,Gattuso,"['big room', 'edm', 'electro house', 'pop dance', 'pop edm', 'tropical house']"
10334,Gauhar Jaan,"['hindustani vocal', 'indian classical']"
10339,Gavin DeGraw,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']"
10341,Gavin Greenaway,"['british soundtrack', 'scorecore', 'soundtrack']"
10347,Gayatri,['filmi']
10350,Gayla Peevey,['novelty']
10351,Gayle Adams,"['deep disco', 'disco', 'post-disco', 'post-disco soul']"
10352,Gazebo,['italian disco']
10357,Gebrüder Grimm,['kleine hoerspiel']
10361,Geert Huinink,['dutch trance']
10362,Geeta Dutt,"['classic bollywood', 'classic pakistani pop', 'filmi', 'ghazal', 'sufi']"
10366,Gemini,"['dance pop', 'hyphy', 'pop rap', 'rap', 'southern hip hop', 'trap']"
10369,Gene Ammons,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz saxophone', 'soul jazz', 'stride', 'vocal jazz']"
10370,Gene Autry,"['adult standards', 'cowboy western', 'oklahoma country', 'traditional country', 'yodeling']"
10371,Gene Chandler,"['brill building pop', 'chicago soul', 'classic soul', 'doo-wop', 'motown', 'northern soul', 'rhythm and blues', 'soul', 'southern soul']"
10372,Gene Clark,"['alternative country', 'baroque pop', 'brill building pop', 'classic uk pop', 'cosmic american', 'country rock', 'folk', 'folk rock', 'psychedelic rock', 'pub rock', 'roots rock', 'singer-songwriter', 'traditional folk']"
10376,Gene Harris,"['jazz funk', 'jazz piano', 'soul jazz']"
10377,Gene Harris & The Three Sounds,"['jazz funk', 'soul jazz']"
10379,Gene Kelly,"['adult standards', 'lounge', 'vintage hollywood']"
10380,Gene Krupa,"['big band', 'jazz drums', 'stride', 'swing']"
10381,Gene Krupa & His Orchestra,"['big band', 'swing']"
10385,Gene Loves Jezebel,"['dance rock', 'gothic rock', 'new romantic', 'new wave', 'synthpop', 'welsh rock']"
10389,Gene Pitney,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']"
10391,Gene Simmons,"['glam metal', 'hard rock']"
10392,Gene Taylor,"['louisiana blues', 'new orleans blues']"
10393,Gene Vincent,"['rock-and-roll', 'rockabilly']"
10394,Gene Vincent & His Blue Caps,"['rock-and-roll', 'rockabilly']"
10395,Gene Watson,"['classic country pop', 'country', 'country rock']"
10397,Generacion De Jesus,['latin christian']
10399,General Public,"['dance rock', 'new romantic', 'new wave', 'synthpop']"
10400,Generation X,"['glam punk', 'pub rock', 'punk']"
10401,Generationals,"['alternative dance', 'chillwave', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new orleans indie', 'shimmer pop', 'stomp and holler']"
10402,Genesis,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']"
10406,Genix,"['progressive house', 'progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance']"
10407,Genny Day,['swing italiano']
10408,Genoa Keawe,['hawaiian']
10409,Gente De Zona,"['cubaton', 'latin', 'latin hip hop', 'latin pop', 'tropical']"
10410,Gentle Giant,"['album rock', 'art rock', 'jazz fusion', 'progressive rock', 'psychedelic rock', 'symphonic rock', 'zolo']"
10411,Gentle Rain Makers,['environmental']
10414,Geo Da Silva,['pop house']
10418,Geoff Love & His Orchestra,"['easy listening', 'theme']"
10419,Geoff Moore & The Distance,"['christian music', 'deep christian rock']"
10420,Geoff Palmer,['modern power pop']
10423,Geoffrey Oryema,"['afropop', 'world']"
10424,Geoffrey Parsons,['art song']
10428,Georg Hann,"['canadian indie', 'canadian singer-songwriter', 'deep new americana', 'vancouver indie']"
10431,Georg Kulenkampff,['historic classical performance']
10432,Georg Philipp Telemann,"['baroque', 'classical', 'early music', 'german baroque']"
10433,Georg Riedel,"['barnmusik', 'swedish jazz']"
10438,George Baker Selection,"['classic uk pop', 'nederpop']"
10439,George Balanchine's The Nutcracker,['ballet class']
10441,George Benjamin,"['21st century classical', 'british contemporary classical', 'contemporary classical']"
10442,George Benson,"['adult standards', 'disco', 'jazz funk', 'jazz guitar', 'motown', 'quiet storm', 'smooth jazz', 'soft rock', 'soul', 'soul jazz', 'yacht rock']"
10444,George Beverly Shea,['country gospel']
10445,George Bruns,"['disney', 'movie tunes']"
10446,George Butterworth,"['british modern classical', 'early modern classical']"
10448,George Carlin,"['comedy', 'comic']"
10450,George Clinton,"['funk', 'p funk', 'soul']"
10452,George Davidson,['new age piano']
10453,George Duke,"['funk', 'jazz funk', 'jazz fusion', 'jazz piano', 'smooth jazz', 'soul jazz']"
10454,George Duning,['classic soundtrack']
10456,George Enescu,['romanian rock']
10457,George Ezra,"['folk-pop', 'modern rock', 'neo-singer-songwriter', 'pop']"
10458,George F,"['baroque', 'classical', 'early music', 'english baroque', 'german baroque']"
10459,George Fenton,"['british soundtrack', 'deep soundtrack', 'scorecore', 'soundtrack']"
10462,George Frideric Handel,"['baroque', 'classical', 'early music', 'english baroque', 'german baroque']"
10463,George Gershwin,"['american modern classical', 'classical', 'early modern classical', 'tin pan alley']"
10467,George Guzman,['boogaloo']
10469,George Hamilton IV,['traditional country']
10471,George Harrison,"['album rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']"
10473,George Helm,['hawaiian']
10474,George Howard,"['jazz funk', 'smooth jazz']"
10477,George Jones,"['country', 'country rock', 'honky tonk']"
10482,George Lam,"['c-pop', 'cantopop', 'classic cantopop', 'vintage chinese pop']"
10483,George Lamond,['freestyle']
10484,George Lewis,"['dixieland', 'jazz clarinet', 'new orleans jazz']"
10485,George London,"['classical bass', 'opera']"
10487,George M. Cohan,['tin pan alley']
10489,George Malcolm,['harpsichord']
10490,George Maple,['australian pop']
10492,George McCrae,['disco']
10494,George Michael,"['new wave pop', 'soft rock']"
10495,George Morgan,['traditional country']
10499,George Neikrug,"['cello', 'classical cello']"
10500,George Olsen,['vintage jazz']
10502,George Privatti,['latin tech house']
10505,George Russell,"['avant-garde jazz', 'bebop', 'cool jazz', 'free jazz']"
10506,George Salazar,"['broadway', 'show tunes']"
10508,George Shearing,"['bebop', 'cool jazz', 'jazz', 'jazz piano', 'stride', 'vocal jazz']"
10510,George Strait,"['contemporary country', 'country', 'country road', 'country rock']"
10511,George Symonette,"['bahamian folk', 'calypso']"
10512,George Szell,"['classical performance', 'historic orchestral performance', 'orchestral performance']"
10513,George Thorogood,"['album rock', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'heartland rock', 'mellow gold', 'rock']"
10514,George Thorogood & The Destroyers,"['album rock', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'heartland rock', 'mellow gold', 'rock']"
10515,George Tidwell,['christmas instrumental']
10525,George Winston,"['new age', 'new age piano']"
10529,Georges Auric,['early modern classical']
10530,Georges Bizet,"['classical', 'french opera', 'french romanticism', 'late romantic era']"
10531,Georges Brassens,"['chanson', 'french pop', 'french rock']"
10533,Georges Delerue,"['classic soundtrack', 'deep soundtrack', 'french soundtrack']"
10535,Georges Garvarentz,['french soundtrack']
10536,Georges Guétary,['vintage chanson']
10537,Georges Jouvin,['accordeon']
10539,Georges Milton,['vintage chanson']
10541,Georges Prêtre,"['classical performance', 'opera', 'orchestral performance']"
