,artists,songs
5517,Fat Joe),"[""What's Luv? (feat. Ja-Rule & Ashanti)"", 'Sunshine (The Light)', 'All The Way Up', 'Lean Back (feat. Lil Jon, Eminem, Mase & Remy Martin) - Remix', 'All The Way Up (Remix)', 'Make It Rain', ""What's Luv? (feat. Ashanti)"", 'YES', 'Another Round (feat. Chris Brown)', 'All The Way Up (Remix)']"
8881,Keely Smith,"[""When You're Smiling/The Sheik Of Araby"", 'Angelina / Zooma Zooma', 'That Old Black Magic - Remastered', 'On The Sunny Side Of The Street', ""Baby, Won't You Please Come Home"", 'Hey, Boy! Hey, Girl!', ""How Are Ya' Fixed For Love? - Remastered 1998"", 'Banana Split For My Baby', 'Oh, Marie', ""Embraceable You/I Got It Bad and That Ain't Good (Medley) - Live""]"
916,Angie Stone,"[""Wish I Didn't Miss You"", 'No More Rain (In This Cloud)', 'Brotha', 'Is This Love', 'More Than A Woman (feat. Calvin) - Duet w/ Calvin', 'The Human Stone (feat. Angie Stone)', 'Heaven Help', 'These Eyes', 'The Ingredients Of Love (feat. Musiq Soulchild) - Duet w/ Musiq Soulchild', 'Life Story']"
18414,Woody Herman & His Orchestra,"[""Woodchopper's Ball"", 'Caldonia', 'Early Autumn', 'Four Brothers', 'Blues In The Night', 'As Long As I Live', 'Not Really The Blues', 'Back Talk', 'River Bed Blues', 'Doctor Jazz']"
18415,Woody Herman Orchestra,"[""Woodchopper's Ball"", 'Caldonia', 'Early Autumn', 'Four Brothers', 'Blues In The Night', 'As Long As I Live', 'Not Really The Blues', 'Back Talk', 'River Bed Blues', 'Doctor Jazz']"
16227,The Boys,"[""Wouldn't It Be Nice - Stereo / Remastered"", ""Surfin' U.S.A. - Remastered"", 'Good Vibrations - Remastered', 'God Only Knows - Mono / Remastered', 'Kokomo', 'I Get Around (Mono)', ""Don't Worry Baby - Remastered 2001"", 'Sloop John B - Remastered', 'Barbara Ann', 'California Girls - Remix/Remastered']"
12558,Overdrive,"[""You Ain't Seen Nothing Yet"", ""Takin' Care Of Business"", 'Let It Ride', 'Roll On Down The Highway', ""You Ain't Seen Nothing Yet - Single Version"", 'Hey You', 'Not Fragile', 'Hold Back The Water', 'Blue Collar', ""Lookin' Out For #1""]"
8907,Kelle,"[""You Can't Stop The Beat"", 'Without Love', 'Run And Tell That', 'Come So Far (Got So Far To Go)', 'Ease on Down the Road', 'Three Little Birds', 'Say Hey', 'A Brand New Day', ""You Can't Win"", 'What Would I Do if I Could Feel']"
14935,Sick Puppies,"[""You're Going Down"", 'Gunfight', 'All The Same', 'Riptide', 'Here With You', 'My World', ""There's No Going Back"", 'Street Fighter War', 'Maybe', 'Where Do I Begin']"
15040,Sivan,"[""i'm so tired..."", 'Strawberries & Cigarettes', 'Easy (with Kacey Musgraves feat. Mark Ronson)', 'There for You', 'YOUTH', 'Dance To This (feat. Ariana Grande)', 'My My My!', 'Easy', 'The Fault in Our Stars', 'Take Yourself Home']"
17665,Troy,"[""i'm so tired..."", 'Strawberries & Cigarettes', 'Easy (with Kacey Musgraves feat. Mark Ronson)', 'There for You', 'YOUTH', 'Dance To This (feat. Ariana Grande)', 'My My My!', 'Easy', 'The Fault in Our Stars', 'Take Yourself Home']"
17668,Troye Sivan,"[""i'm so tired..."", 'Strawberries & Cigarettes', 'Easy (with Kacey Musgraves feat. Mark Ronson)', 'There for You', 'YOUTH', 'Dance To This (feat. Ariana Grande)', 'My My My!', 'Easy', 'The Fault in Our Stars', 'Take Yourself Home']"
10482,Machine Gun Kelly,"[""my ex's best friend (with blackbear)"", 'DAYWALKER! (feat. CORPSE)', ""I Think I'm OKAY (with YUNGBLUD & Travis Barker)"", 'F*CK YOU, GOODBYE (feat. Machine Gun Kelly)', 'forget me too (feat. Halsey)', 'bloody valentine', 'Candy (feat. Trippie Redd)', 'Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)', 'drunk face', 'Bad Things (with Camila Cabello)']"
10480,Machine,"[""my ex's best friend (with blackbear)"", 'DAYWALKER! (feat. CORPSE)', ""I Think I'm OKAY (with YUNGBLUD & Travis Barker)"", 'F*CK YOU, GOODBYE (feat. Machine Gun Kelly)', 'forget me too (feat. Halsey)', 'bloody valentine', 'Candy (feat. Trippie Redd)', 'Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)', 'drunk face', 'Bad Things (with Camila Cabello)']"
18758,blackbear,"[""my ex's best friend (with blackbear)"", 'hot girl bummer', 'idfc', 'do re mi', 'dirty laundry', 'cheers (with Wiz Khalifa)', 'Monsters (feat. Demi Lovato and blackbear)', 'me & ur ghost', 'queen of broken hearts', 'Hate The Way (feat. blackbear)']"
6100,Gareth Emery,"[""you'll be ok"", 'Laserface 01 (Aperture)', 'Take Everything', 'Saving Light', 'Yesterday', 'elise', 'Somebody', 'Concrete Angel (Radio Edit) (feat. Christina Novelli)', 'Never Before', 'Reckless']"
8867,Kay-K,"['10%', ""YOU'RE THE ONE"", 'CHANCES', 'Vex Oh (feat. Eight9FLY)', 'Be Your Girl (Kaytranada Edition)', 'GLOWED UP', 'Caution', 'The Worst In Me', 'GOT IT GOOD', 'What You Need']"
3818,Dan + Shay,"['10,000 Hours (with Justin Bieber)', 'Glad You Exist', 'Speechless', 'I Should Probably Go To Bed', 'Tequila', 'All To Myself', 'From the Ground Up', '10,000 Hours (with Justin Bieber) - Piano', ""Nothin' Like You"", 'How Not To']"
14933,Sibelius,"['13 Pieces for Piano, Op.76: 2. Etude', '6 Impromptus, Op. 5: Impromptu VI', '6 Impromptus, Op. 5: Impromptu V', '13 Pieces, Op. 76: No. 3 Carillon', 'Valse triste, Op. 44', 'Andante festivo for Strings and Timpani, JS 34b', '5 Pieces, Op. 75, ""The Trees"": No. 5 Granen (The Spruce)', 'Symphony No. 5 in E-Flat Major, Op. 82: 3. Allegro molto', 'String Quartet In D Minor, Op.56 ""Voces intimae"": 1. Andante - Allegro molto moderato', 'Sibelius : Finlandia Op.26']"
17643,Trippie Redd,"['1400 / 999 Freestyle', 'Taking A Walk', 'Tell Me U Luv Me (with Trippie Redd)', 'Who Needs Love', 'Blastoff (feat. Juice Wrld & Trippie Redd)', 'Love Scars', 'PILL BREAKER (feat. blackbear & Machine Gun Kelly)', 'Topanga', '6 Kiss', 'Excitement (feat. PARTYNEXTDOOR)']"
12232,Noriel,"['4K', 'Cuerpo en Venta', 'Infiel - Remix', 'Duro y Suave', 'Piropo', 'Tacos Altos', 'De las 2 (feat. Bad Bunny & Arcángel)', 'Amigos y Enemigos (feat. Bad Bunny & Almighty) - Remix', 'Suave (Remix)', 'Diablita (feat. Anuel AA & Baby Rasta)']"
17514,Toots & The Maytals,"['54-46 Was My Number', 'Funky Kingston', 'Country Road', 'Pressure Drop - Single Version', 'Pressure Drop', 'Time Tough', 'Beautiful Woman', 'Louie Louie', 'Broadway Jungle - 2000 Version', ""54-46 (That's My Number)""]"
10300,Lukas Graham,"['7 Years', 'Love Someone', 'Share That Love (feat. G-Eazy)', 'Too Late (feat. Wiz Khalifa & Lukas Graham)', 'Mama Said', 'No Evil', 'Lie', 'What Do You Think Of?', 'Love Songs', ""You're Not There""]"
14658,Seiji Ozawa,"['8 Humoresques, Op. 101, B. 187: No. 7, Poco lento e grazioso (Transcribed by Oscar Morawetz for Violin, Cello & Orchestra)', 'Gaîté parisienne: Barcarolle', 'Piano Concerto No. 23 in A Major, K. 488: 2. Adagio - Live', 'Ancient Airs And Dances, Suite No.3, P. 172: 3. Siciliana', 'The Nutcracker, Op.71, TH.14 / Act 1: No. 2 March', ""A Midsummer Night's Dream, Incidental Music, Op.61, MWV M 13: No.9 Wedding March"", 'The Nutcracker, Op.71, TH.14 / Act 2: No. 13 Waltz Of The Flowers', 'Swan Lake, Op.20, TH.12 / Act 2: No.14 Scène (Moderato)', 'Bizet / Arr. Guiraud: Carmen Suite No. 1: III. Intermezzo', 'Bizet / Arr. Guiraud: Carmen Suite No. 2: II. Habanera']"
7199,Hurricane Chris,"['A Bay Bay', ""Halle Berry (She's Fine) (feat. Superstarr)"", 'Playas Rock (feat. Boxie)', 'The Hand Clap (feat. Big Poppa & Hollyhood Bay Bay) - MAIN', 'Headboard (feat. Mario & Plies)', 'A Bay Bay (The Ratchet Remix) (feat. The Game, Lil Boosie, Baby, E-40, Angie Loc & Jadakiss) - Extended Radio Mix', 'A Bay Bay - MAIN', 'Sections (feat. Ty Dolla $Ign)', 'Walk Like That', 'Getting Money (feat. Nicole Wray)']"
6808,"Hank Williams, Jr.","['A Country Boy Can Survive', 'Family Tradition', 'Dinosaur', 'Whiskey Bent And Hell Bound', ""If Heaven Ain't A Lot Like Dixie"", 'Weatherman', 'All My Rowdy Friends (Have Settled Down)', 'The Conversation', ""O.D.'d In Denver"", 'All My Rowdy Friends Are Coming Over Tonight']"
7534,JR Williams,"['A Country Boy Can Survive', 'Family Tradition', 'Dinosaur', 'Whiskey Bent And Hell Bound', ""If Heaven Ain't A Lot Like Dixie"", 'Weatherman', 'All My Rowdy Friends (Have Settled Down)', 'The Conversation', ""O.D.'d In Denver"", 'All My Rowdy Friends Are Coming Over Tonight']"
11304,Michele C.,"['A Couple Of Forevers', ""Epiphany (I'm Leaving)"", 'If I Have My Way', 'Blame It On Me', 'All I Ever Think About', 'Love Is You', 'What You Do', 'Golden', 'Best Of Me', 'Charades']"
11291,Michel,"['A Couple Of Forevers', ""Epiphany (I'm Leaving)"", 'If I Have My Way', 'Blame It On Me', 'All I Ever Think About', 'Love Is You', 'What You Do', 'Golden', 'Best Of Me', 'Charades']"
5668,Five Finger Death Punch,"['A Little Bit Off', 'Bad Company', 'Wrong Side of Heaven', 'Jekyll and Hyde', 'Inside Out', 'Living The Dream', 'Blue on Black', 'Wash It All Away', 'Full Circle', 'Gone Away']"
13331,Punch,"['A Little Bit Off', 'Bad Company', 'Wrong Side of Heaven', 'Jekyll and Hyde', 'Inside Out', 'Living The Dream', 'Blue on Black', 'Wash It All Away', 'Full Circle', 'Gone Away']"
12593,PUNCH PUNCH,"['A Little Bit Off', 'Bad Company', 'Wrong Side of Heaven', 'Jekyll and Hyde', 'Inside Out', 'Living The Dream', 'Blue on Black', 'Wash It All Away', 'Full Circle', 'Gone Away']"
10053,Los Invasores De Nuevo León,"['A Mi Que Me Quedo', 'Respeta Mi Dolor', 'Playa Sola', 'Laurita Garza', 'Eslabón Por Eslabón', 'Aguanta Corazón', 'Ya No Te Amo', 'Total Ya Se Fue', 'Playa Sola', 'El Ultimo Cartucho']"
2596,Cameron Seely,['A Million Dreams (Reprise)']
18126,Wally Stott & His Orchestra,"['A Nightingale Sang In Berkeley Square', 'Danny Boy', 'These Foolish Things', ""I've Got a Lovely Bunch Of Coconuts"", 'Limehouse Blues', 'The White Cliffs Of Dover', 'Geordie', 'My One And Only Highland Fling', 'Try A Little Tenderness', 'Let There Be Love']"
18217,West Way,"['A Sheltered Place - Phaeleh Remix', 'Sunday Maybe', 'Sabor de Verano - Way Out West Remix', 'Killa (Mixed) - DJ Orkidea Remix', ""Don't Forget Me"", 'Lullaby Horizon - Ben Böhmer Remix', 'Running Away', 'Tuesday Maybe - Modd Remix', 'Oceans', 'Tuesday Maybe']"
16181,The Belmonts,"['A Teenager In Love', 'I Wonder Why', 'Wonderful Girl', 'In The Still Of The Night', ""I'm Through With Love"", 'Where Or When', 'Kansas City', ""That's My Desire"", ""It's Only A Paper Moon"", 'Every Little Thing I Do']"
17879,Vanessa,"['A Thousand Miles', 'A Thousand Miles - Live Acoustic', 'Ordinary Day', 'White Houses', 'Pretty Baby', 'Break to Save', 'Nolita Fairytale - Main', ""Who's To Say"", 'Pretty Baby', 'Hands On Me']"
17881,Vanessa Carlton,"['A Thousand Miles', 'A Thousand Miles - Live Acoustic', 'Ordinary Day', 'White Houses', 'Pretty Baby', 'Break to Save', 'Nolita Fairytale - Main', ""Who's To Say"", 'Pretty Baby', 'Hands On Me']"
16849,The Piano Guys,"['A Thousand Years', 'Someone You Loved', 'Just the Way You Are', ""Beethoven's 5 Secrets"", 'Perfect', 'A Sky Full of Stars', 'Story of My Life', 'Rewrite the Stars', 'Bless the Broken Road', 'A Million Dreams']"
15862,THE GUY,"['A Thousand Years', 'Someone You Loved', 'Just the Way You Are', ""Beethoven's 5 Secrets"", 'Perfect', 'A Sky Full of Stars', 'Story of My Life', 'Rewrite the Stars', 'Bless the Broken Road', 'A Million Dreams']"
12828,Paul Webster,"['A very Precious Love', 'Secret Love', 'The Need to Be Loved', 'Finale', 'Love is Many Splendoredthing', 'Love Is A Many Splendored Things', 'Finale (Big Circus)', 'Winter Headquarters (Big Circus)', 'Nearer to Heaven']"
5508,Farida Khanum,"['Aaj Jane Ki Zid Na Karo', 'Aaj Jane Ki Zid Na Karo (Live)', 'Aaj Jane Ki Zid Na Karo', 'Dil Jalane Ki Baat', 'Mohabbat Karne Wale (Live)', 'Woh Ishq Jo Hamse Rooth Gaya', 'Mere Hamnafas Mere (Live)', 'Na Rawa Kahiye', 'Uzr Aane Mein Bhi (Live)', 'Yeh Na Thi Hamari Qismet']"
8539,Juan Gabriel,"['Abrázame Muy Fuerte', '¿Por Qué Me Haces Llorar?', 'Ya No Vivo Por Vivir', 'Hasta Que Te Conocí', 'Querida', 'Ya Lo Sé Que Tú Te Vas', 'Caray', 'Yo Te Recuerdo - Version Salsa', 'Querida', 'El Noa Noa']"
11671,Motörhead,"['Ace of Spades', 'Overkill', 'Killed by Death', 'God Was Never on Your Side', 'The Game (Triple H)', 'Heroes', 'Love Me Forever', 'Sympathy For The Devil', 'In the Name of Tragedy', 'King of Kings (Triple H)']"
16049,Tension,"['Acid Rain', 'The Passage of Time', 'Hypersonic', 'Beating the Odds', 'Paradigm Shift', 'Universal Mind', 'Biaxident', 'Kindred Spirits', 'When the Water Breaks', 'Another Dimension']"
11036,Max Frost,"['Adderall', 'Good Morning', 'Die Young', 'White Lies - EP Version', 'Let Me Down Easy', 'Withdrawal', 'Good Morning - Just Kiddin Remix', 'Nice and Slow - EP Version', 'Back In The Summer', '$Dreams']"
14558,Saving Abel,"['Addicted', 'The Sex Is Good', 'Drowning (Face Down)', '18 Days', 'New Tattoo', 'Sailed Away', 'Addicted - Acoustic', 'Mississippi Moonshine', 'Miss America', 'Bringing Down the Giant']"
1613,Bebe Winans,"['Addictive Love - Different Lifestyles Album Version', ""I Found Love (Cindy's Song)"", 'Lost Without You', 'Close to You', 'Heaven', ""It's O.K."", ""I'll Take You There"", 'Grace', 'Up Where We Belong', 'If Anything Ever Happened To You']"
17540,Totò,"['Africa', 'Hold the Line', 'Rosanna', ""I'll Be Over You"", 'Stop Loving You', 'Georgy Porgy', ""I Won't Hold You Back"", 'Pamela', 'Lea', 'I Will Remember']"
15736,Surinder Kaur,"['Agg Paniyan Ch', 'Akhiyan Ch Ton Wasda', 'Chan Kithe Guzari Ayeerat', 'Kala Dooria', 'Ek Meri Akk Kaashni', 'Shri Hanuman Chalisa (Goswami Tulsidas)', 'Sunderkand, Pt. 1', 'Suhe Ve Cheere Waleya', 'Maye Ni Maye', 'Latthe Di Chadar']"
12922,Perla Colombiana,"['Agua De Vida', 'Melina', 'Sangre Caliente', 'Amar Y Querer', 'El Poder De Tu Amor', 'Melina', 'Mi Razón De Ser', 'Cumbia en la Playa', 'Paloma Mensajera', 'Mi Amiga, Mi Esposa, Mi Amante']"
13796,Ricardo Ray,"['Agúzate', 'Sonido Bestial', ""Richie's Jala Jala"", 'Cabo E', 'Los Fariseos', 'Gan Gan y Gon Gon', 'Soy Tan Feliz', 'Guaguancó In Jazz', 'Lo Atará la Arache', 'Bomba en Navidad']"
12432,Orchestra Sinfonica della RAI de Torino,"['Aion: I. —', 'Turandot: Act III: Nessun dorma!', ""La fanciulla del West, Act III: Ch'ella mi creda libero e lontano"", 'Turandot: Act I: Non piangere, Liu!', 'Fedora: Fedora, Act II: Amor ti vieta', 'Adriana Lecouvreur: Act I: La dolcissima effige', 'Tosca, S. 69: Act I: Recondita armonia', 'Metastaseis', 'Tosca, S. 69: Act III: E lucevan le stelle', 'Madama Butterfly, Act III: Addio, fiorito assil']"
12438,Orchestra di Torino Della RAI,"['Aion: I. —', 'Turandot: Act III: Nessun dorma!', ""La fanciulla del West, Act III: Ch'ella mi creda libero e lontano"", 'Turandot: Act I: Non piangere, Liu!', 'Fedora: Fedora, Act II: Amor ti vieta', 'Adriana Lecouvreur: Act I: La dolcissima effige', 'Tosca, S. 69: Act I: Recondita armonia', 'Metastaseis', 'Tosca, S. 69: Act III: E lucevan le stelle', 'Madama Butterfly, Act III: Addio, fiorito assil']"
12430,Orchestra Sinfonica Di Torino Della Rai,"['Aion: I. —', 'Turandot: Act III: Nessun dorma!', ""La fanciulla del West, Act III: Ch'ella mi creda libero e lontano"", 'Turandot: Act I: Non piangere, Liu!', 'Fedora: Fedora, Act II: Amor ti vieta', 'Adriana Lecouvreur: Act I: La dolcissima effige', 'Tosca, S. 69: Act I: Recondita armonia', 'Metastaseis', 'Tosca, S. 69: Act III: E lucevan le stelle', 'Madama Butterfly, Act III: Addio, fiorito assil']"
11475,Miranda!,"['Alexander Hamilton', 'My Shot', 'Aaron Burr, Sir', 'Non-Stop', 'The Room Where It Happens', 'Right Hand Man', 'The Story of Tonight', 'Dear Theodosia', 'Farmer Refuted', 'We Know The Way']"
13401,RAM,"['Alexander Hamilton', 'My Shot', 'Aaron Burr, Sir', 'The Story of Tonight', 'The Story of Tonight - Reprise', 'Ten Duel Commandments', 'Take a Break', 'Meet Me Inside', 'Schuyler Defeated', 'Blow Us All Away']"
12465,Original Broadway Cast,"['Alexander Hamilton', 'Satisfied', ""You'll Be Back"", 'My Shot', 'The Schuyler Sisters', 'Helpless', 'Wait for It', 'Guns and Ships', 'Non-Stop', 'The Room Where It Happens']"
2792,Cast,"['Alexander Hamilton', 'Satisfied', ""You'll Be Back"", 'My Shot', 'The Schuyler Sisters', 'Helpless', 'Wait for It', 'Guns and Ships', 'Non-Stop', 'The Room Where It Happens']"
12467,Original Broadway Cast of Hamilton,"['Alexander Hamilton', 'Satisfied', ""You'll Be Back"", 'My Shot', 'The Schuyler Sisters', 'Helpless', 'Wait for It', 'Guns and Ships', 'Non-Stop', 'The Room Where It Happens']"
12372,Oliver Tree,"['Alien Boy', 'Hurt', 'Let Me Down', 'Jerk', 'Miracle Man', ""When I'm Down"", 'Out of Ordinary', ""I'm Gone"", '1993 (feat. Little Ricky ZR3)', 'Cash Machine']"
17542,Touch,"['All Around The World (La La La)', 'Around the World (La La La La La) - Radio Version', 'All Around The World (La La La) - Marnik Remix', 'All Around The World (La La La) - LUM!X Remix', 'All Around The World (La La La) - Brennan Heart Remix', 'My Heart Beats Like A Drum (Dam Dam Dam) - Radio Edit', 'Ons Sal Self', 'All Around The World (La La La) - Mark Shakedown Remix', ""I'm in Heaven When You Kiss Me"", 'Why Oh Why']"
17543,Touch Of Class,"['All Around The World (La La La)', 'Around the World (La La La La La) - Radio Version', 'All Around The World (La La La) - Marnik Remix', 'All Around The World (La La La) - LUM!X Remix', 'All Around The World (La La La) - Brennan Heart Remix', 'My Heart Beats Like A Drum (Dam Dam Dam) - Radio Edit', 'Ons Sal Self', 'All Around The World (La La La) - Mark Shakedown Remix', ""I'm in Heaven When You Kiss Me"", 'Why Oh Why']"
15034,Sister Hazel,"['All For You', 'Your Winter', 'Change Your Mind', 'Mandolin Moon', 'Your Winter - Acoustic', 'Champagne High', 'This Kind Of Love', 'All For You - Acoustic', 'When Love Takes Hold', 'That Kind Of Beautiful']"
8688,K-Ci & JoJo,"['All My Life', 'Crazy', ""Tell Me It's Real"", 'All My Life', 'All My Life - Radio Edit', ""Last Night's Letter"", 'Life', 'This Very Moment', ""Don't Rush (Take Love Slowly)"", 'How Do U Want It']"
4831,Easton Corbin,"['All Over The Road', 'A Girl Like You', ""Lovin' You Is Fun"", 'A Little More Country Than That', 'Baby Be My Love Song', 'Are You With Me', 'Roll With It', 'Clockwork', 'Yup', ""I Can't Love You Back""]"
4830,Easton,"['All Over The Road', 'A Girl Like You', ""Lovin' You Is Fun"", 'A Little More Country Than That', 'Baby Be My Love Song', 'Are You With Me', 'Roll With It', 'Clockwork', 'Yup', ""I Can't Love You Back""]"
14014,Robin Schulz,"['All We Got (feat. KIDDO)', 'Waves - Robin Schulz Radio Edit', 'Sugar (feat. Francesco Yates)', 'One More Time (feat. Alida)', 'In Your Eyes (feat. Alida)', 'All We Got (feat. KIDDO) - Ofenbach Remix', 'Alane', 'Prayer in C - Robin Schulz Radio Edit', 'Monster - Robin Schulz Remix', 'Speechless (feat. Erika Sirola)']"
8264,John Mayall & The Bluesbreakers,"['All Your Love - Stereo', 'Hideaway - Mono Instrumental', 'The Super-Natural', 'The Mists Of Time', 'Sensitive Kind', 'Double Crossing Time - Mono', 'Out Of Reach', '2401', ""Steppin' Out"", 'Little Girl - Mono']"
16522,The Gatlin Brothers,"['All the Gold In California', 'All the Gold in California', 'Broken Lady', ""Houston Means I'm One Day Closer to You"", ""Houston (Means I'm One Day Closer to You)"", 'I Just Wish You Were Someone I Love - Re-Recorded In Stereo', 'Midnight Choir (Mogen David)', 'The Lady Takes the Cowboy Everytime', 'Americans, That’s Who', 'Love Is Just a Game']"
9418,Larry Gatlin & The Gatlin Brothers,"['All the Gold In California', 'All the Gold in California', 'Broken Lady', ""Houston Means I'm One Day Closer to You"", ""Houston (Means I'm One Day Closer to You)"", 'I Just Wish You Were Someone I Love - Re-Recorded In Stereo', 'Midnight Choir (Mogen David)', 'The Lady Takes the Cowboy Everytime', 'Americans, That’s Who', 'Love Is Just a Game']"
17071,The Tallis Scholars,"['Allegri: Miserere - 02. Amplius Lava Me', 'Tallis: Spem in Alium - 1. Spem in Alium', 'Tallis: Sancte Deus - 4. Quia Per Crucem Tuam', 'Palestrina: Missa Papae Marcelli - 1a. Kyrie Eleison 1', 'Tallis: Loquebantur Variis Linguis - 2. Repleti Sunt Omnes', 'Tallis: Spem in Alium - 4. Respice (Repeat)', 'Allegri: Miserere - 04. Ecce Enim Veritatem', 'Isaac: Virgo Prudentissima, 6vv - 1. Virgo Prudentissima', 'Tallis: Lamentations of Jeremiah I - 2. Aleph', 'Allegri: Miserere - 01. Miserere Mei, Deus']"
