,Artist,Genres,Followers,Popularity,Songs
7923,Sadie Ama,['bassline'],106225,64,"[""Didn't Know"", 'Flight Mode (feat. Silky)', 'You Want Me (feat. Sadie Ama)', ""Darlin'"", 'One Night (feat. Dappy & Haze Da Martian)', 'Wicked and Bad (feat. Jaykae)', 'More & More', 'Freestyle', 'Make It Look Good (feat. Preditah)', 'Balloon Tune']"
7924,Sadus,"['crossover thrash', 'death metal', 'deathrash', 'metal', 'old school thrash', 'technical thrash', 'thrash metal']",1133925,68,"['Sad Song (feat. Elena Coats)', 'Check Yes, Juliet', 'Where I Belong (feat. We The Kings)', 'Say You Like Me', 'Any Other Way', 'Queen of Hearts', 'These Nights', ""We'll Be A Dream (feat. Demi Lovato)"", 'Skyway Avenue', 'Secret Valentine']"
7925,SafetySuit,"['neo mellow', 'pop rock']",111260,51,"['Never Stop (Wedding Version)', 'Anywhere But Here', 'Perfect Color', 'Never Stop', 'Looking Up', 'Stay', 'What If', 'Find A Way', 'Annie', 'Gone Away']"
7926,Sagar Sen,"['bangla', 'rabindra sangeet']",3141635,68,"['Mirchi Lagi Toh (from ""Coolie No. 1"")', 'Aankh Marey (From ""Simmba"")', 'Ladki Badi Anjani Hai', 'Ae Kash Ke Hum', 'Dheere Dheere Se Meri Zindagi Mein Aana (From ""Aashiqui"")', 'Saajanji Ghar Aaye', 'Neend Churayee Meri', 'Chura Ke Dil Mera (From ""Main Khiladi Tu Anari"")', 'Baazigar O Baazigar (From ""Baazigar"")', 'Mera Dil Bhi Kitna Pagal Hai (From ""Saajan"")']"
7927,Sage The Gemini,"['dance pop', 'hyphy', 'pop rap', 'rap', 'southern hip hop', 'trap']",745281,70,"['Gas Pedal', 'Red Nose', 'BABY', 'Now and Later', 'Gas Pedal - Remix', 'Payback', 'Buss It (feat. Chris Brown)', ""Don't You"", 'Good Thing', 'College Drop']"
7928,Saib,"['chillhop', 'focus beats', 'japanese chillhop', 'lo-fi beats']",725706,71,"['Nadiyon Paar (Let the Music Play Again) (From ""Roohi"")', 'Panghat (From ""Roohi"")', 'Saibo', ""Valentine's Mashup 2019"", 'Lagdi Lahore Di (From ""Street Dancer 3D"")', 'Kiston (From ""Roohi"")', 'Kudi Nu Nachne De (From ""Angrezi Medium"")', 'Maana Ke Hum Yaar Nahin', 'Odhani (From ""Made in China"")', 'Nazar Na Lag Jaaye (From ""Stree"")']"
7929,Said the Sky,"['chillstep', 'edm', 'electropop', 'future bass', 'melodic dubstep', 'pop dance', 'pop edm']",267171,75,"['Love Is Gone - Acoustic', 'Love Is Gone', 'All You Need To Know (feat. Calle Lehmann)', 'FEELING GUD', 'GUD VIBRATIONS', 'First Time (feat. Dylan Matthew)', 'Your Fault', 'Potions', 'Back To U', 'Anywhere (feat. shYbeast, PLYA)']"
7930,Saint Motel,"['indie pop', 'indie poptimism', 'indie rock', 'la indie', 'modern alternative rock', 'modern rock', 'rock']",481007,69,"['My Type', 'Sweet Talk', 'Cold Cold Man', 'For Elise', 'Van Horn', 'A Good Song Never Dies', 'Move', 'Feel Good (From the Netflix Film YES DAY)', 'Preach', 'Puzzle Pieces']"
7931,Saint Paul Chamber Orchestra,"['american orchestra', 'chamber orchestra']",130373,53,"[""St. Paul's Suite, Op. 29 No.2, H 118: 3. Intermezzo: Andante con moto"", 'The Planets, Op. 32: IV. Jupiter, the Bringer of Jollity', 'The Planets, Op. 32: IV. Jupiter, the Bringer of Jollity', 'The Planets, Op. 32: II. Venus, the Bringer of Peace', 'The Planets, Op. 32: 1. Mars, the Bringer of War', 'The Planets, Op. 32: 2. Venus, the Bringer of Peace', 'The Planets, Op. 32: 4. Jupiter, the Bringer of Jollity', 'The Planets, Op. 32: I. Mars, the Bringer of War', 'I Vow to Thee, my Country', 'The Planets, Op. 32: 1. Mars, the Bringer of War']"
7932,Saja,"['christian hip hop', 'christian pop', 'christian trap']",1662766,68,"['Kal Ho Naa Ho', 'Mitwa', 'Bol Na Halke Halke', 'Chedkhaniyaan', 'Maahi Ve', 'Sajdaa', 'Zinda', 'Zero Hour Mashup 2015(Remix By Dj Kiran Kamath)', 'Kabhi Alvida Naa Kehna', 'Tumhi Dekho Naa']"
7933,Sala,"['hip hop', 'indie r&b']",1844748,77,"['My Kind of Woman', 'Chamber Of Reflection', 'Freaking Out the Neighborhood', 'Still Beating', 'Salad Days', 'For the First Time', 'On the Level', 'Ode to Viceroy', 'Moonlight on the River', 'Blue Boy']"
7934,Salaam Remi,"['hip hop', 'indie r&b']",2914061,78,"['Plain Jane', 'Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)', 'Plain Jane REMIX (feat. Nicki Minaj)', 'Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)', 'BANKROLL (feat. A$AP Rocky & A$AP Ferg)', 'Dennis Rodman (feat. Tyga)', 'Runnin (with A$AP Rocky, A$AP Ferg & Nicki Minaj)', 'Shabba (feat. A$AP Rocky)', 'Guilty', 'Move Ya Hips (feat. Nicki Minaj & MadeinTYO)']"
7935,Saliva,"['alternative metal', 'nu metal', 'rap metal', 'rap rock', 'wrestling']",665293,65,"['No Me Acuerdo', 'Desde Esa Noche (feat. Maluma)', 'Color Esperanza 2020', 'El Ultimo Adiós - Varios Artistas Version', 'Te Perdiste Mi Amor (feat. Prince Royce)', 'No Me Enseñaste', 'Piel Morena', 'Por Lo Que Reste de Vida', 'El Próximo Viernes - Live Version', 'Arrasando']"
7936,Sally Dworsky,['movie tunes'],12677,60,"['Hakuna Matata - From ""The Lion King""/Soundtrack', 'Can You Feel the Love Tonight - From ""The Lion King"" / Soundtrack Version', 'World Broken', 'Never Saw You Coming', 'Liberty Man', 'Love in the World', 'Denizen Tenant', 'Remember Her (feat. Steve Lukather)', 'Black Dahlia (feat. David Paich)', 'Wilma Fingadoux']"
7937,Salon Victoria,"['latin alternative', 'latin rock', 'mexican rock', 'rock en espanol', 'ska mexicano']",285807,53,"['Sol de Medianoche', 'Si Tu Boquita Fuera', 'Mi Vida es un Tango', 'Si Tu Boquita Fuera', 'Maldita Soledad', 'La Noche Estaba Puesta', 'Ciudad Sin Guerra', 'Se Va', 'Hey!', 'Nasty Uncle Hippie']"
7938,Salserin,"['latin', 'peruvian rock', 'pop reggaeton', 'salsa', 'salsa venezolana', 'tropical']",165157,51,"['De Sol A Sol', 'Entre Tu Y Yo', 'Yo Sin Ti', 'Un Amor Como El Nuestro', 'Rosa En La Playa', 'No Importa', 'Te Voy a Robar el Corazon', 'Niña Amada - Salsa Version', 'Vivo en el Limbo - Reggaeton Version', 'Amor a Primera Vista']"
7939,Salt-N-Pepa,"['dance pop', 'girl group', 'hip hop', 'hip house', 'hip pop', 'old school hip hop', 'pop rap', 'queens hip hop', 'rap']",529992,65,"['Shoop', 'Push It', 'Whatta Man', ""Let's Talk About Sex"", 'None Of Your Business', 'Whatta Man (feat. En Vogue) - EP Version', 'Push It - Radio Version', 'Push It! - El Profesor Remix', 'Push It! - Remix', ""Shake Your Thang (It's Your Thing)""]"
7940,Saltatio Mortis,"['german metal', 'german rock', 'hurdy-gurdy', 'medieval rock', 'neue deutsche harte']",141555,57,"['Kaufmann und Maid', 'Für immer jung', 'Große Träume', 'Loki', 'Heimdall', 'Dorn im Ohr', 'Mittelfinger Richtung Zukunft', 'Löwenherz', 'Wachstum über alles', 'Bring mich zurück']"
7941,Salvatore Accardo,"['italian violin', 'violin']",3140359,81,"['Paganini: 24 Caprices, Op. 1: No. 24 in A Minor (Tema con variazioni. Quasi presto)', 'La Campanella, Op.7', 'Violin Concerto No. 2 in B Minor, Op. 7, ""La campanella"": III. Rondo', '24 Caprices For Violin, Op.1, MS. 25: No. 24 In A Minor', 'Paganini: 24 Caprices, Op. 1: No. 2 in B Minor', 'Cantabile, MS 109/Op. 17 (Arr. for Cello and Guitar)', 'Paganini: 24 Caprices, Op. 1: No. 5 in A Minor', '24 Caprices, Op.1 (2000 - Remaster): No. 2 in B Minor', 'Sei sonate M.S. 27 (op.3) per violino e chitarra / Sonata n.6 - In E Minor: Allegro vivo e spiritoso - Minore', ""Violin Concerto No.2 In B Minor, Op.7, MS.48: 3. Rondo à la clochette, 'La campanella' - Excerpt""]"
7942,Sam & Dave,"['brill building pop', 'classic soul', 'funk', 'memphis soul', 'motown', 'soul', 'southern soul']",235428,61,"[""Hold On, I'm Comin'"", 'Soul Man', 'Soothe Me', 'When Something Is Wrong with My Baby', ""Hold On I'm Comin' - Rerecorded"", 'I Thank You - LP / Single Version', 'Wrap It Up - LP / Single Version', 'Broke Down Piece of Man', ""Don't Knock It"", 'Soul Man - Rerecorded']"
7943,Sam Butera & The Witnesses,['lounge'],135609,63,"['Pennies From Heaven', 'I Wan\'na Be Like You (The Monkey Song) - From ""The Jungle Book"" / Soundtrack Version', ""Just A Gigolo / I Ain't Got Nobody - Medley / Remastered"", 'Buona Sera - Remastered 2002', 'Che La Luna', ""When You're Smiling/The Sheik Of Araby"", ""Jump, Jive, An' Wail - Remastered"", 'Angelina / Zooma Zooma', ""(Nothing's Too Good) For My Baby - Remastered"", 'Oh, Marie']"
7944,Sam Cooke,"['adult standards', 'brill building pop', 'classic soul', 'rock-and-roll', 'soul']",1178209,72,"['(What A) Wonderful World', 'A Change Is Gonna Come', 'Bring It On Home To Me', ""Twistin' the Night Away"", 'You Send Me', 'Nothing Can Change This Love', 'Cupid', 'Another Saturday Night', 'Chain Gang', 'Good Times']"
7945,Sam Eskin,['american folk revival'],499206,70,"['Loud and Heavy', 'Hippies and Cowboys', 'Must Be The Whiskey', 'Mamma Song', 'Somewhere in the Middle', 'Fast Hand', ""I'm Not the Devil"", 'Cast No Stones', 'We Get By', 'David']"
7946,Sam Feldt,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",614657,80,"['Way Back Home (feat. Conor Maynard) - Sam Feldt Edit', 'Post Malone (feat. RANI)', 'Far Away From Home (feat. Leony)', 'The Best Days (feat. Tabitha)', 'Stronger (feat. Kesha)', '2 Hearts (feat. Gia Koka)', 'Post Malone (feat. RANI) - VIZE Remix', 'Hold Me Close (feat. Ella Henderson)', 'Slow Dance (feat. Ava Max) - Sam Feldt Remix', 'Home Sweet Home (feat. ALMA & Digital Farm Animals)']"
7947,Sam Fischer,"['australian pop', 'pop', 'uk pop']",99914,77,"['What Other People Say', 'This City', 'For Now', 'This City Remix (con Camilo)', 'This City Remix (feat. Anne-Marie)', 'This City - Acoustic', 'The Usual', 'This City - Luca Schreiner Remix', 'This City Remix (feat. Nea)', 'What Other People Say - Stripped Version']"
7948,Sam Hui,"['c-pop', 'cantopop', 'classic cantopop', 'vintage chinese pop']",88192,51,"['浪子心聲 - 電影""半斤八両""歌曲', '沉默是金 (合唱)', '滄海一聲笑 - 電影《笑傲江湖》主題曲', '半斤八兩 - 電影""半斤八兩""歌曲', '天才白痴夢', '阿郎戀曲 - 電影《阿郎的故事》歌曲', '雙星情歌', '印象 - 電影「摩登保鑣」插曲', 'Blue Balloon - The Hourglass Song', '財神到']"
7949,Sam Hunt,"['contemporary country', 'country pop']",2067128,75,"['Body Like A Back Road', 'House Party', 'Hard To Forget', ""Breaking Up Was Easy In The 90's"", 'Break Up In A Small Town', 'Take Your Time', 'Make You Miss Me', 'Leave The Night On', 'Kinfolks', 'Come Over - Acoustic Mixtape']"
7950,Sam Smith,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",16084495,88,"['Stay With Me', ""I'm Not The Only One"", 'Too Good At Goodbyes', 'Dancing With A Stranger (with Normani)', 'Diamonds', 'How Do You Sleep?', 'Promises (with Sam Smith)', 'Lay Me Down', 'To Die For', 'Fire On Fire']"
7951,Sam Tinnesz,"['indie poptimism', 'modern rock', 'rebel blues']",107659,69,"['Play with Fire (feat. Yacht Money)', 'Legends Are Made', ""Ready Set Let's Go"", 'Wolves', ""Don't Give Up on Love"", 'Far From Home (The Raven)', 'Man or a Monster (feat. Zayde Wølf)', 'Walk', 'Bloodshot', 'Fighter']"
7952,Sammi Cheng,"['c-pop', 'cantopop', 'classic cantopop']",197866,55,"['我們都是這樣長大的', '終身美麗 (電影“瘦身男女”主題曲)', '不要驚動愛情', 'Creo en Mi (feat. Jackson Wang)', '不拖不欠 (電影“百份百感覺1”主題曲)', '值得', '捨不得你', '其實你心裡有沒有我', '千年如一日', '親密關係 (電影“行運一條龍”主題曲)']"
7953,Sammie,"['dance pop', 'hip pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",1258898,72,"['Kiss Me Thru The Phone', 'Crank That (Soulja Boy)', 'She Make It Clap', 'Pretty Boy Swag', 'Turn My Swag On', 'Crank That (Soulja Boy) [Travis Barker Remix]', 'Yahhh!', 'Donk', 'I Got Me Some Bapes', 'Soulja Girl']"
7954,Sammy & Falsetto,"['perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",258699,73,"['Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)', 'La Forma en Que Me Miras', 'Candela', 'Me Llama Todavia - Remix', 'Me Llama Todavia (feat. Towy)', 'Me Llama Todavia 2 (Remix)', 'Palga', 'Me Quieren Matar (feat. Kendo Kaponi, Farruko, Ozuna, Cosculluela, Anuel Aa, Juanka, Pacho & Noriel)', 'Segundo a Segundo', 'Vivencias (Remix) [feat. Ozuna, Juanka, Darkiel, Yomo & Kendo Kaponi]']"
7955,Sammy Adams,"['indie pop rap', 'pop rap']",160768,60,"['All Night Longer', 'All Night Longer REMIX (feat. B.o.B)', 'Where You Are (feat. Wyred)', ""Tellin' Me"", 'L.A. Story (feat. Mike Posner)', 'Action', 'Helluva (feat. Kat Nestel)', 'Driving Me Crazy', 'Tongue Tied', 'Bad']"
7956,Sammy Davis Jr.,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",368865,54,"[""Something's Gotta Give"", 'Feeling Good', ""Baretta's Theme"", 'Mr. Bojangles - Single Version', 'All Of You', ""I Ain't Got Nobody"", 'You Are My Lucky Star - 1990 Remaster', 'The Candy Man', 'Once in a Lifetime', 'Birth of the Blues']"
7957,Sammy Hagar,"['album rock', 'classic rock', 'country rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'metal', 'rock', 'soft rock']",591901,58,"['Heavy Metal', ""I Can't Drive 55"", 'Your Love Is Driving Me Crazy', ""There's Only One Way To Rock"", 'Mas Tequila', ""I'll Fall In Love Again"", 'Three Lock Box', 'Heroes', 'Give To Live', 'Eagles Fly']"
7958,Sammy Johnson,"['jawaiian', 'polynesian pop']",79731,56,"['Don’t Say Goodbye', 'Give Me All', 'Hey', 'Since I Met You', 'For Your Love', 'Fall In Love', 'Say That You Love Me', 'Missing the One You Love', 'Cool & Easy', 'Sleepwalker']"
7959,Sammy Kershaw,"['country', 'country road', 'country rock']",404528,59,"[""She Don't Know She's Beautiful"", 'Queen Of My Double Wide Trailer', 'Third Rate Romance', 'Love of My Life', 'He Drinks Tequila', 'Vidalia', 'Cadillac Style', 'Yard Sale', 'Chevy Van', 'Love Of My Life']"
7960,Sampha,"['alternative r&b', 'indie soul']",54275571,98,"['What’s Next', 'Wants and Needs (feat. Lil Baby)', 'Laugh Now Cry Later (feat. Lil Durk)', 'POPSTAR (feat. Drake)', 'Lemon Pepper Freestyle (feat. Rick Ross)', 'Life Is Good (feat. Drake)', ""God's Plan"", 'GREECE (feat. Drake)', 'Chicago Freestyle (feat. Giveon)', 'One Dance']"
7961,Sample Rain Library,['sleep'],752,55,"['Cozy Rain', 'Ambiente Lluvia', 'Dark Rain Sound', 'Brain Relaxation Sky', 'Summer Rain Sleep Relaxation Sounds, Pt. 2', 'Summer Rain Sleep Relaxation Sounds, Pt. 54', 'Summer Rain Sleep Relaxation Sounds, Pt. 1', 'Summer Rain Sleep Relaxation Sounds, Pt. 4', 'Summer Rain Sleep Relaxation Sounds, Pt. 3', 'Summer Rain Sleep Relaxation Sounds, Pt. 5']"
7962,Samson François,"['french classical piano', 'historic piano performance']",2364984,77,"['Nocturne No.2 In E Flat, Op.9 No.2', 'Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.', 'Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1', 'Nocturne, Op. posth. in C-Sharp Minor: Lento', '24 Préludes, Op. 28: No.4 in E minor - Largo', 'Nocturne No. 19 in E Minor, Op. 72, No. 1', 'Waltz in C-sharp minor, Op. 64 No. 2', 'Nocturne No.1 In B Flat Minor, Op.9 No.1', 'Nocturne No.6 In G Minor, Op.15 No.3', 'Waltz No.19 in A minor, Op.posth.']"
7963,Samuel Adler,['american modern classical'],613762,67,"['Turandot / Act 3: ""Nessun dorma!""', 'Rigoletto / Act 3: ""La donna è mobile""', 'We Are The World - Live', 'Caruso', ""'O sole mio (Arr. Chiaramello)"", ""La traviata / Act 1: Libiamo ne'lieti calici"", 'Nessun doma - Turandot', 'Baby, can I hold you tonight', 'La Bohème / Act 1: ""O soave fanciulla""', 'My Way']"
7964,Samuel Barber,"['american modern classical', 'classical']",87854,54,"['Barber: Adagio for Strings', 'Adagio for Strings, Op. 11', 'Adagio for Strings', 'Agnus Dei', 'Barber: Adagio for Strings, Op. 11a', 'Agnus Dei (based on ADAGIO for Strings)', 'Barber: Adagio for Strings', ""Barber's Adagio for Strings"", 'Adagio for Strings, Op.11 - Extract', 'String Quartet, Op. 11: II. Molto adagio']"
7965,Samuel E. Wright,"['disney', 'hollywood', 'movie tunes', 'show tunes']",23676,61,"['Under the Sea - From ""The Little Mermaid"" / Soundtrack Version', 'Kiss the Girl - From ""The Little Mermaid""/ Soundtrack Version', 'Down to the Sea', 'They Live in You - From ""The Lion King""/Original Broadway Cast Recording', 'The Morning Report', 'Here On The Land And Sea (Finale)', 'Iko Iko', 'Limbo Rock', ""Octopus's Garden"", 'Hot, Hot, Hot']"
7966,Samuel Hernández,"['latin christian', 'latin worship']",298300,58,"['Levanto Mis Manos', 'No Me Digas Adiós', 'Dios Siempre Tiene el Control', 'Dios sabe lo que hace', 'Faltan 5 para las Doce Llego Jesús', 'Si Le Crees a Dios', 'De Lo Mas Profundo de Mi Corazón', 'Por Si No Hay Mañana', 'Levanto Mis Manos - Instrumental', 'Dios Me Dijo Que No']"
7967,Samuel Ramey,"['classical bass', 'classical performance', 'opera']",4230,54,"['Send Me a Peach (feat. Justin Rubenstein)', 'Into the Unknown (feat. Jack Jones)', 'Prelude', 'Patient Is the Night (feat. Chris Isaak)', 'Over the Garden Wall (feat. Jack Jones)', 'Old Black Train (feat. Justin Rubenstein)', ""Ms. Langtree's Lament (feat. Janet Klein)"", 'The Fight Is Over (feat. Patrick McHale)', 'Potatoes and Molasses (feat. Colin Dean)', 'Tiny Star (feat. Eddika Organista)']"
7968,Samuray,"['cumbia sonidera', 'grupera', 'gruperas inmortales', 'regional mexican']",289829,59,"['Él Soy Yo', 'Tiernas Mentiras', 'Un Día Sin Ti', 'La Vuelta', 'Lagrimillas Tontas', 'Contigo O Sin Ti', 'Una Página Más', 'Ya No Vives en Mí', 'Nada Va A Cambiar Mi Amor Por Ti', 'Contigo o Sin Ti']"
7969,San Francisco Symphony,"['american orchestra', 'classical performance', 'orchestra']",155137,63,"['Dolly, Op.56: 1. Berceuse', 'Après un rêve, Op. 7, No. 1', 'Trois Romances sans paroles, Op.17: 3. Andante moderato', 'Après un rêve, Op.7, No.1 (Arr. Cello & Piano)', 'Pavane, Op. 50 (Version for Piano)', 'Fauré: Pavane in F-Sharp Minor, Op. 50', 'Fauré: Pavane, Op. 50', 'Elégie in C Minor, Op. 24 (Arr. Parkin)', 'Pavane, Op. 50', '3 Romances sans paroles, Op. 17: No. 3, Andante moderato in A-Flat Major']"
7970,San Holo,"['edm', 'electro house', 'electronic trap', 'electropop', 'future bass', 'pop dance', 'pop edm', 'vapor twitch']",620993,66,"['Light', 'bb u ok?', 'We Rise', 'IT HURTS!', 'Honest', 'lift me from the ground', 'find your way', 'Lines of the Broken', 'show me', 'Lead Me Back']"
7971,San Quinn,"['cali rap', 'hyphy', 'west coast trap']",157545,55,"['Jungle', '4am - Bay Bridge Music', 'My Homeboys Chevy', 'Ayo For Yayo (feat. San Quinn)', 'Killa Whale', 'AndreNAndre', 'Scottie 15', 'Y-U-Smilin', 'Neva Seen', 'Train With No Love']"
7972,Sanchez,"['corrido', 'deep regional mexican', 'norteno', 'nuevo regional mexicano', 'regional mexican']",1388360,67,"['Colgando en tus manos (con Marta Sánchez)', 'Resistiré', 'Te regalo', 'Ando buscando (feat. Piso 21)', 'Te sigo pensando', 'Quién te quiere como yo', 'Amor y dolor', 'Amarte bien - feat. Juan Magán Remix', 'Demasiado Tarde', 'No es para tanto (feat. Ana Mena & Yera)']"
7973,Sanctus Real,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian pop', 'christian rock', 'worship']",224269,57,"['My God Is Still The Same', 'Confidence', 'Lead Me', 'Commitment', 'Unstoppable God', 'Forgiven', ""I'm Not Alright"", 'Promises', 'Today Tomorrow & Forever', ""Whatever You're Doing (Something Heavenly)""]"
7974,Sander van Doorn,"['big room', 'deep big room', 'dutch trance', 'edm', 'electro house', 'house', 'pop dance', 'progressive electro house', 'progressive house', 'trance']",340203,58,"['Spotlight', 'Golden (feat. Blondfire)', 'Feels Like Summer', 'Ori tali ma - LVNDSCAPE Remix', 'Temper Temper (feat. ONR)', 'Need To Feel Loved', 'Drink To Get Drunk - Eli & Fur Remix', 'Gold Skies', 'The World', 'No Words (feat. Belle Humble)']"
7975,Sandra,"['acoustic pop', 'anthem worship', 'christian indie', 'christian uplift', 'indiecoustica', 'roots worship']",54275571,98,"['What’s Next', 'Wants and Needs (feat. Lil Baby)', 'Laugh Now Cry Later (feat. Lil Durk)', 'POPSTAR (feat. Drake)', 'Lemon Pepper Freestyle (feat. Rick Ross)', 'Life Is Good (feat. Drake)', ""God's Plan"", 'GREECE (feat. Drake)', 'Chicago Freestyle (feat. Giveon)', 'One Dance']"
7976,Sandrine Piau,"['classical performance', 'classical soprano', 'opera']",4008949,79,"['Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante', 'Fantasia in D Minor, K.397', 'Requiem, K. 626: Lacrimosa', 'Symphony No.25 in G minor, K.183: 1. Allegro con brio', 'Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": 1. Allegro', 'Adagio in E Major, K. 261', 'Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro', 'Requiem in D Minor, K. 626: Sequence: VI. Lacrimosa dies illa', 'Symphony No. 40 in G Minor, K. 550: I. Molto allegro', 'Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio']"
7977,Sandro,['swedish pop'],19494515,85,"['The Nights', 'Wake Me Up', 'Waiting For Love', 'Without You (feat. Sandro Cavazza)', 'Hey Brother', 'Levels - Radio Edit', 'SOS (feat. Aloe Blacc)', 'Heaven', 'Lonely Together (feat. Rita Ora)', 'Addicted To You']"
